img_path,mask_path,img_w,img_h,n_boxes
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00195.jpg,D:\Claude\datasets\ppe_masks\00195_mask.png,1280,854,10
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00196.jpg,D:\Claude\datasets\ppe_masks\00196_mask.png,600,600,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00197.jpg,D:\Claude\datasets\ppe_masks\00197_mask.png,1500,1500,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00198.jpg,D:\Claude\datasets\ppe_masks\00198_mask.png,450,386,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00199.jpg,D:\Claude\datasets\ppe_masks\00199_mask.png,275,275,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00200.jpg,D:\Claude\datasets\ppe_masks\00200_mask.png,500,419,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00201.jpg,D:\Claude\datasets\ppe_masks\00201_mask.png,800,800,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00202.jpg,D:\Claude\datasets\ppe_masks\00202_mask.png,466,596,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00203.jpg,D:\Claude\datasets\ppe_masks\00203_mask.png,1500,1120,5
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00204.jpg,D:\Claude\datasets\ppe_masks\00204_mask.png,740,947,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00205.jpg,D:\Claude\datasets\ppe_masks\00205_mask.png,700,419,5
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00206.jpg,D:\Claude\datasets\ppe_masks\00206_mask.png,800,1200,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00207.jpg,D:\Claude\datasets\ppe_masks\00207_mask.png,720,648,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00208.jpg,D:\Claude\datasets\ppe_masks\00208_mask.png,400,400,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00209.jpg,D:\Claude\datasets\ppe_masks\00209_mask.png,212,300,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00210.jpg,D:\Claude\datasets\ppe_masks\00210_mask.png,450,295,5
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00211.jpg,D:\Claude\datasets\ppe_masks\00211_mask.png,306,204,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00212.jpg,D:\Claude\datasets\ppe_masks\00212_mask.png,1300,951,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00213.jpg,D:\Claude\datasets\ppe_masks\00213_mask.png,120,120,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00214.jpg,D:\Claude\datasets\ppe_masks\00214_mask.png,450,320,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00215.jpg,D:\Claude\datasets\ppe_masks\00215_mask.png,461,350,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00216.jpg,D:\Claude\datasets\ppe_masks\00216_mask.png,840,360,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00217.jpg,D:\Claude\datasets\ppe_masks\00217_mask.png,600,400,9
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00218.jpg,D:\Claude\datasets\ppe_masks\00218_mask.png,720,478,23
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00219.jpg,D:\Claude\datasets\ppe_masks\00219_mask.png,350,263,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00220.jpg,D:\Claude\datasets\ppe_masks\00220_mask.png,675,675,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00221.jpg,D:\Claude\datasets\ppe_masks\00221_mask.png,794,367,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00222.jpg,D:\Claude\datasets\ppe_masks\00222_mask.png,499,496,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00223.jpg,D:\Claude\datasets\ppe_masks\00223_mask.png,1023,682,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00224.jpg,D:\Claude\datasets\ppe_masks\00224_mask.png,720,548,9
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00225.jpg,D:\Claude\datasets\ppe_masks\00225_mask.png,800,800,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00226.jpg,D:\Claude\datasets\ppe_masks\00226_mask.png,400,400,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00227.jpg,D:\Claude\datasets\ppe_masks\00227_mask.png,300,263,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00228.jpg,D:\Claude\datasets\ppe_masks\00228_mask.png,400,400,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00229.jpg,D:\Claude\datasets\ppe_masks\00229_mask.png,120,120,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00230.jpg,D:\Claude\datasets\ppe_masks\00230_mask.png,1200,908,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00231.jpg,D:\Claude\datasets\ppe_masks\00231_mask.png,675,900,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00232.jpg,D:\Claude\datasets\ppe_masks\00232_mask.png,2016,1512,15
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00233.jpg,D:\Claude\datasets\ppe_masks\00233_mask.png,287,400,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00234.jpg,D:\Claude\datasets\ppe_masks\00234_mask.png,300,450,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00235.jpg,D:\Claude\datasets\ppe_masks\00235_mask.png,634,517,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00236.jpg,D:\Claude\datasets\ppe_masks\00236_mask.png,400,400,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00237.jpg,D:\Claude\datasets\ppe_masks\00237_mask.png,700,467,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00238.jpg,D:\Claude\datasets\ppe_masks\00238_mask.png,466,466,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00239.jpg,D:\Claude\datasets\ppe_masks\00239_mask.png,447,559,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00240.jpg,D:\Claude\datasets\ppe_masks\00240_mask.png,1200,800,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00241.jpg,D:\Claude\datasets\ppe_masks\00241_mask.png,275,183,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00242.jpg,D:\Claude\datasets\ppe_masks\00242_mask.png,368,394,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00243.jpg,D:\Claude\datasets\ppe_masks\00243_mask.png,800,800,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00244.jpg,D:\Claude\datasets\ppe_masks\00244_mask.png,600,635,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00245.jpg,D:\Claude\datasets\ppe_masks\00245_mask.png,550,550,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00246.jpg,D:\Claude\datasets\ppe_masks\00246_mask.png,852,480,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00247.jpg,D:\Claude\datasets\ppe_masks\00247_mask.png,370,370,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00248.jpg,D:\Claude\datasets\ppe_masks\00248_mask.png,707,400,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00249.jpg,D:\Claude\datasets\ppe_masks\00249_mask.png,509,339,9
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00250.jpg,D:\Claude\datasets\ppe_masks\00250_mask.png,360,360,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00251.jpg,D:\Claude\datasets\ppe_masks\00251_mask.png,585,600,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00252.jpg,D:\Claude\datasets\ppe_masks\00252_mask.png,720,396,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00253.jpg,D:\Claude\datasets\ppe_masks\00253_mask.png,790,867,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00254.jpg,D:\Claude\datasets\ppe_masks\00254_mask.png,750,327,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00255.jpg,D:\Claude\datasets\ppe_masks\00255_mask.png,762,735,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00256.jpg,D:\Claude\datasets\ppe_masks\00256_mask.png,236,400,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00257.jpg,D:\Claude\datasets\ppe_masks\00257_mask.png,400,400,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00258.jpg,D:\Claude\datasets\ppe_masks\00258_mask.png,749,339,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00259.jpg,D:\Claude\datasets\ppe_masks\00259_mask.png,300,300,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00260.jpg,D:\Claude\datasets\ppe_masks\00260_mask.png,1200,800,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00261.jpg,D:\Claude\datasets\ppe_masks\00261_mask.png,270,270,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00262.jpg,D:\Claude\datasets\ppe_masks\00262_mask.png,300,225,35
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00263.jpg,D:\Claude\datasets\ppe_masks\00263_mask.png,800,800,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00264.jpg,D:\Claude\datasets\ppe_masks\00264_mask.png,447,559,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00265.jpg,D:\Claude\datasets\ppe_masks\00265_mask.png,3671,5516,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00266.jpg,D:\Claude\datasets\ppe_masks\00266_mask.png,454,679,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00267.jpg,D:\Claude\datasets\ppe_masks\00267_mask.png,425,425,5
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00268.jpg,D:\Claude\datasets\ppe_masks\00268_mask.png,553,479,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00269.jpg,D:\Claude\datasets\ppe_masks\00269_mask.png,176,178,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00270.jpg,D:\Claude\datasets\ppe_masks\00270_mask.png,572,790,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00271.jpg,D:\Claude\datasets\ppe_masks\00271_mask.png,700,394,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00272.jpg,D:\Claude\datasets\ppe_masks\00272_mask.png,1049,699,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00273.jpg,D:\Claude\datasets\ppe_masks\00273_mask.png,400,400,12
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00274.jpg,D:\Claude\datasets\ppe_masks\00274_mask.png,300,300,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00275.jpg,D:\Claude\datasets\ppe_masks\00275_mask.png,450,300,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00276.jpg,D:\Claude\datasets\ppe_masks\00276_mask.png,690,389,9
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00277.jpg,D:\Claude\datasets\ppe_masks\00277_mask.png,450,320,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00278.jpg,D:\Claude\datasets\ppe_masks\00278_mask.png,157,210,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00279.jpg,D:\Claude\datasets\ppe_masks\00279_mask.png,640,565,12
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00280.jpg,D:\Claude\datasets\ppe_masks\00280_mask.png,228,228,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00281.jpg,D:\Claude\datasets\ppe_masks\00281_mask.png,500,500,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00282.jpg,D:\Claude\datasets\ppe_masks\00282_mask.png,430,265,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00283.jpg,D:\Claude\datasets\ppe_masks\00283_mask.png,1494,2000,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00284.jpg,D:\Claude\datasets\ppe_masks\00284_mask.png,720,430,7
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00285.jpg,D:\Claude\datasets\ppe_masks\00285_mask.png,800,800,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00286.jpg,D:\Claude\datasets\ppe_masks\00286_mask.png,600,301,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00287.jpg,D:\Claude\datasets\ppe_masks\00287_mask.png,450,320,5
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00288.jpg,D:\Claude\datasets\ppe_masks\00288_mask.png,320,213,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00289.jpg,D:\Claude\datasets\ppe_masks\00289_mask.png,707,400,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00290.jpg,D:\Claude\datasets\ppe_masks\00290_mask.png,1200,800,8
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00291.jpg,D:\Claude\datasets\ppe_masks\00291_mask.png,900,900,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00292.jpg,D:\Claude\datasets\ppe_masks\00292_mask.png,596,769,5
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00293.jpg,D:\Claude\datasets\ppe_masks\00293_mask.png,790,1239,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00294.jpg,D:\Claude\datasets\ppe_masks\00294_mask.png,605,480,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00295.jpg,D:\Claude\datasets\ppe_masks\00295_mask.png,2448,3264,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00296.jpg,D:\Claude\datasets\ppe_masks\00296_mask.png,590,393,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00297.jpg,D:\Claude\datasets\ppe_masks\00297_mask.png,678,381,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00298.jpg,D:\Claude\datasets\ppe_masks\00298_mask.png,454,679,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00299.jpg,D:\Claude\datasets\ppe_masks\00299_mask.png,400,253,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00300.jpg,D:\Claude\datasets\ppe_masks\00300_mask.png,400,400,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00301.jpg,D:\Claude\datasets\ppe_masks\00301_mask.png,450,300,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00302.jpg,D:\Claude\datasets\ppe_masks\00302_mask.png,1080,1080,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00303.jpg,D:\Claude\datasets\ppe_masks\00303_mask.png,438,600,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00304.jpg,D:\Claude\datasets\ppe_masks\00304_mask.png,720,648,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00305.jpg,D:\Claude\datasets\ppe_masks\00305_mask.png,300,438,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00306.jpg,D:\Claude\datasets\ppe_masks\00306_mask.png,157,210,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00307.jpg,D:\Claude\datasets\ppe_masks\00307_mask.png,400,400,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00308.jpg,D:\Claude\datasets\ppe_masks\00308_mask.png,752,802,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00309.jpg,D:\Claude\datasets\ppe_masks\00309_mask.png,866,1300,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00310.jpg,D:\Claude\datasets\ppe_masks\00310_mask.png,500,500,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00311.jpg,D:\Claude\datasets\ppe_masks\00311_mask.png,500,500,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00312.jpg,D:\Claude\datasets\ppe_masks\00312_mask.png,2126,2858,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00313.jpg,D:\Claude\datasets\ppe_masks\00313_mask.png,550,478,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00314.jpg,D:\Claude\datasets\ppe_masks\00314_mask.png,1049,699,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00315.jpg,D:\Claude\datasets\ppe_masks\00315_mask.png,286,300,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00316.jpg,D:\Claude\datasets\ppe_masks\00316_mask.png,850,660,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00317.jpg,D:\Claude\datasets\ppe_masks\00317_mask.png,800,800,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00318.jpg,D:\Claude\datasets\ppe_masks\00318_mask.png,930,520,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00319.jpg,D:\Claude\datasets\ppe_masks\00319_mask.png,1843,1843,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00320.jpg,D:\Claude\datasets\ppe_masks\00320_mask.png,650,434,9
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00321.jpg,D:\Claude\datasets\ppe_masks\00321_mask.png,720,648,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00322.jpg,D:\Claude\datasets\ppe_masks\00322_mask.png,328,479,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00323.jpg,D:\Claude\datasets\ppe_masks\00323_mask.png,832,638,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00324.jpg,D:\Claude\datasets\ppe_masks\00324_mask.png,466,466,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00325.jpg,D:\Claude\datasets\ppe_masks\00325_mask.png,151,220,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00326.jpg,D:\Claude\datasets\ppe_masks\00326_mask.png,1300,958,9
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00327.jpg,D:\Claude\datasets\ppe_masks\00327_mask.png,500,500,1
